name,system_DC_capacity_W,address,orientation,num_outputs,last_output,system_id,panel,inverter,distance_km,latitude,longitude,country
ClusterMVP,3240,7543,E,3167,Yesterday,40883,Phone solar,Solaredge,0.3,52.205054,6.868916,Netherlands
HoebenSolar,4000,7543,E,1263,Yesterday,80850,SunPower SPE-MAX3-400,SolarEdge,0.3,52.20511,6.868676,Netherlands
Longi_Enschede-Zuid,3600,7542,S,810,Yesterday,86859,Longi Solar LR4-60HBD-360M,SolarEdge,1.3,52.194348,6.895562,Netherlands
HomeSweetHome,12160,7544,SW,4317,Yesterday,10447,Alex Solar,Kaco Powador 12.0TL3,1.4,52.188471,6.874939,Netherlands
SolarMaxKyocera,3150,7544,S,3314,Yesterday,37039,Kyocera KD210GH-2PU,SolarMax 3000S,0.3,52.181791,6.883633,Netherlands
Warfriet,3400,7482,EW,3554,Yesterday,31898,Solar Frontier 170s,SMA Sunny Boy 3000TL-21,2.2,52.1567,6.7389,Netherlands
HaaksbergenSolar,10395,7481,S,1755,Yesterday,66934,QCells Black 315,Solaredge 17k,2.2,52.1567,6.7389,Netherlands
Selhorst,5400,7482,SW,698,Yesterday,91929,Longi LR4-60HPB-360M,Enphase IQ7+,2.2,52.1567,6.7389,Netherlands
Smeenk Solar System,3975,7482,S,2904,Yesterday,61009,Suntech,Omnik 4000TL,2.2,52.1567,6.7389,Netherlands
Van der Poel PV,2540,7482,SE,2209,145 weeks ago,28774,Trina Solar TSM-240,Enecsys DUO 480W + Growat 1000,2.2,52.1567,6.7389,Netherlands
VoltTwente,3600,7481,S,1149,Yesterday,83324,S-energy 300 mono percium,SolarEdge SE3500H,2.2,52.1567,6.7389,Netherlands
TKBJF,3300,7482,SE,3280,10 weeks ago,31233,Solar Frontier 165s,Fronius Galvo 3.1-1,2.6,52.158161,6.72727,Netherlands
Witteboer,11700,7165,S,3688,Yesterday,27576,CSUN-Q260-60M,Power-One Pvi 10.0,3.6,52.1408,6.6625,Netherlands
Lader Knippenborg by LTS,12000,7161,N,423,Yesterday,88177,,Energy Monitor,5.4,52.1342,6.6139,Netherlands
L&L Zonnepanelen,3750,7161,S,3675,49 weeks ago,23752,Astronergy CHSM6610M Black  ,SMA Sunny Boy 3000TL-21,5.4,52.1342,6.6139,Netherlands
mavawa,9300,7161,S,1893,Yesterday,66229,Astronergy (East) + AEG (West),SE5000H (East) + SE4000 (West),5.4,52.1342,6.6139,Netherlands
Dit0rzSolar Neede,2475,7161,S,1972,Yesterday,63923,Trinar 275 Wp All Black,Zeverlution 1500S,5.4,52.1342,6.6139,Netherlands
PV_Braak42_600Wp,600,7161,SW,3802,5 weeks ago,21670,unknown,Stecagrid 500,5.4,52.1342,6.6139,Netherlands
Emonitor Knippenborg by LTS,12000,7161,S,397,Yesterday,88542,,Energy Monitor,5.4,52.1342,6.6139,Netherlands
GKnippenborg is CHARGED,50,7161,S,958,Yesterday,86790,,Energy Monitor,5.4,52.1342,6.6139,Netherlands
Killabee-Home,3840,7161,EW,425,167 weeks ago,69075,,APSystems,5.4,52.1342,6.6139,Netherlands
Tibbertlanden 8 - SolarEdge,2400,7542,E,1692,Yesterday,64451,Trina,Solar  Edge,0.5,52.2183,6.8958,Netherlands
HomeBQYM,5760,7275,NE,1038,Yesterday,73594,SunRise,SE,3.2,52.1683,6.5264,Netherlands
Mike70 OK4-082390,100,7534,S,2941,151 weeks ago,12916,Shell 100Wp,OK4-E,5.4,52.207663,6.965044,Netherlands
Mike70 OK4-082724,100,7534,S,2887,151 weeks ago,12889,Shell 100Wp,OK4-E,5.4,52.207617,6.965087,Netherlands
Mike70 OK4-081509,100,7534,S,2941,151 weeks ago,12915,Shell 100Wp,OK4-E,5.4,52.207637,6.965065,Netherlands
PV Salzbergen,5850,Germany,SE,4889,Yesterday,1755,SolarWorld SW225,SMA Sunnyboy Boy 5000,8.5,52.333138,7.336571,Germany
Bilk 105,8160,Germany,NW,733,42 weeks ago,57628,Sma,Sma Sunny Boy,15.9,52.241663,7.295989,Germany
Bilk105_parent,7104,Germany,NW,772,42 weeks ago,85707,Sma,Sma Sunny boy,16.0,52.241627,7.296005,Germany
ObiPower,5511,Germany,S,3303,13 days ago,36596,Sharp ND167U3,SMA SB 5000TL,16.4,52.219163,8.741622,Germany
sma001,4000,Germany,W,2550,151 weeks ago,26399,solarworld,sma sunnyboy 4000,17.3,52.322356,9.120737,Germany
Knick10.de_Halle-links,5880,Germany,S,4134,Yesterday,37614,Suntech STP 205-18 Ud/NP,SMA Sunny Boy 5000TL,21.7,52.163392,8.749261,Germany
knick10.de_Halle-rechts,5880,Germany,S,2414,Yesterday,42031,Suntech STP 205-18 Ud/NP,SMA Sunny Boy 5000TL,21.7,52.163297,8.749632,Germany
knick10.de,28085,Germany,S,1992,Yesterday,42032,Suntech STP 205-18 Ud/NP,SMA,21.7,52.163422,8.74909,Germany
Knick10.de_Carport,17010,Germany,S,4356,Yesterday,37603,Suntech STP 205-18 Ud/NP,SMA Sunny TriPower 15000TL,21.7,52.163251,8.749573,Germany
ExtenSolar,5610,Germany,S,989,Yesterday,86151,Alphasolar,Solarmax,24.9,52.170254,9.09764,Germany
Kettler,9072,Germany,SW,1534,Yesterday,74300,Heckert NeMo 2.0 60 M 320 AR,Solaredge SE-9K,7.0,52.40573,9.592354,Germany
zero:e cube,2000,Germany,S,2795,Yesterday,47621,ReneSola Virtus,SMA SB2100TL,9.4,52.327786,9.708012,Germany
SB761Blau,3360,Germany,S,406,168 weeks ago,75920,Poly240,SMA SB3000TL20,11.5,52.371852,9.736658,Germany
SB830Rot,3360,Germany,S,382,168 weeks ago,60391,Poly 240,Sma tl3000,11.8,52.378559,9.736658,Germany
Wülfeler Bruch(bude),9620,Germany,SW,2975,Yesterday,44103,Winaico WSP-260M6 FullBlack,Fronius Symo 8.2-3-M,14.8,52.344542,9.791246,Germany
Feldbusch,4940,Germany,SW,4531,10 weeks ago,40938,Schott TM 190,Fronius IG TL 5.0,18.2,52.341474,9.840384,Germany
Hannover Kronsberg,400,Germany,N,2200,Yesterday,59330,Canadian Solar,Envertech EVT248,18.3,52.339009,9.841629,Germany
Alexandristrom,10920,Germany,N,3417,2 days ago,58659,IBC MonoSol 195 MS,SMA STP 10000TL-10,20.4,52.167772,9.656106,Germany
Husmann-Roessing,10000,Germany,EW,2828,Yesterday,33449,ModulSolarWatt Blue 60P,SMA/STP 7000TL-20,24.6,52.179247,9.813562,Germany
Bettmar,1170,Germany,S,3300,Yesterday,36536,JA,HoyMiles HMS-1600,10.4,52.257361,10.332902,Germany
zweimalachtaufmdach,4000,Germany,S,2112,58 weeks ago,43505,SolarWorld Protect SW 250 poly,SMA SB 3600TL-21,11.5,52.252843,10.355497,Germany
Timmerlah,480,Germany,S,467,Yesterday,36512,JC250M-24/Bb,Enecsys SMI-D480W,16.6,52.238786,10.449865,Germany
Immenroth Solarstrom,6300,Germany,S,3430,Yesterday,34196,PhotoWatt PV1750,Solarmax 2000+4200,22.4,52.18951,10.488296,Germany
PVB,9380,Germany,W,1098,Yesterday,84256,JAM60S10-335/PR,SolarEdge SE8K-RWS,22.8,52.312677,9.94503,Germany
RasoAx,2850,Germany,W,416,25 days ago,97604,,ABB,23.1,52.180016,10.483956,Germany
HBL,7040,Germany,SW,1378,Yesterday,78376,SolarwattVision 60M 320 Watt,Solaredge SE8K-RWS,24.5,52.271099,9.936447,Germany
Schalles Glentorf,6160,Germany,SW,1123,Yesterday,83898,HANGWA-Q-CELLS,Solaredge SE5000-ER-01-DEU,12.4,52.324883,10.802334,Germany
Pergola Ost/West,3080,Germany,EW,380,39 weeks ago,82549,Qcell,SMA Sunny Boy 3600TL-21 ,12.8,52.236636,11.619854,Germany
Giebel Elbeu53,2310,Germany,S,780,161 weeks ago,77164,Ja,SMA Sunny Boy 4000 TL21,12.9,52.236523,11.614952,Germany
Rpi on SMA,4180,Germany,S,3573,Yesterday,28937,Apollo ASEC?220G6M,SMA SB 4000TL 20,15.6,52.301366,11.467348,Germany
TRC,6875,Germany,S,2578,Yesterday,51783,Hanwa QPLUS_BFR-G4.1,Solaredge SE7k,7.3,52.337856,12.987796,Germany
AndySolar13,3780,Germany,S,1941,131 weeks ago,46513,diverse,diverse,9.0,52.371852,13.219324,Germany
Beelitz,520,Germany,S,1711,Yesterday,65831,HeckertSolar,sun500g,14.8,52.232871,12.974792,Germany
scopv,4230,Germany,EW,1533,10 weeks ago,70212,,Energy Monitor,17.5,52.190887,13.040069,Germany
Kanin,5000,Germany,SW,948,130 weeks ago,66995,na,na,18.4,52.288663,12.839609,Germany
poolhaus,1500,Germany,S,838,Yesterday,88021,-,Growatt,22.5,52.24977,13.387442,Germany
PSH Solar,5100,Germany,SE,609,27 weeks ago,40253,Conergy,SMA Sunny Boy 5000,5.5,52.297955,14.475906,Germany
Tenisowa,4400,Poland,N,804,Yesterday,89732,Solar Edge,Solar Edge,7.8,52.402563,16.678705,Poland
Growatt_zakrzew,3720,Poland,SW,1519,13 days ago,72725,DMEGC,Growatt 3000-s,9.8,52.394276,16.734635,Poland
tomczaq,9900,Poland,SE,1472,Yesterday,76063,ML System ML-S6MF/T1-330,SolarEdge SE10K,11.0,52.404645,16.743733,Poland
Skórzewo,5440,Poland,SW,680,Yesterday,83598,ijinko,fronius,12.3,52.38666,16.782609,Poland
CGSun,3250,Poland,E,864,81 weeks ago,65611,SUN,SMA Sunny Boy 3000,13.5,52.39535,16.795725,Poland
Leszczynska,6400,Poland,S,668,Yesterday,92285,Trina Vertex-S,Hoymiles HMS-2000-4T,17.7,52.363559,16.874356,Poland
Sofar_Lelewela,4620,Poland,S,474,Yesterday,97087,Trina Solar Vertex S,Sofar Solar 4.4KTLX-G3,18.1,52.365754,16.880364,Poland
Robakowo by Woytus,6930,Poland,SW,1381,Yesterday,77983,QCELS QPEK G7,Solar Edge 7k,18.2,52.304034,17.061306,Poland
abb-pvi-5000,8980,Poland,SW,1230,120 weeks ago,59084,Canadian Solar CS230P,ABB  PVI 5000 + ABB PVI 3 6,18.6,52.288599,17.577863,Poland
R15,7040,Poland,S,1404,Yesterday,77729,Longi,Solaredge,12.3,52.252187,20.237374,Poland
Jakub,22080,Poland,EW,1378,Yesterday,74016,QCELLS Q.PEAK DUO G6 345WP,Fronius Symo 20kWp,12.8,52.236526,20.204887,Poland
Panele uKotka,9520,Poland,SW,653,62 weeks ago,79784,EG-340M60-HDV,Solis-3P 9K,2.4,52.3364,20.874048,Poland
Growatt-TL 2kW,1995,Poland,S,1511,10 weeks ago,73477,Q.PLUS-G4.3 285,Growatt 2000,10.5,52.261198,20.915094,Poland
Koc_1,49875,Poland,SE,483,Yesterday,96246,Winaico GmbH,SolarEdge,11.1,52.249402,20.893486,Poland
Katy,9828,Poland,SE,431,Yesterday,64495,Sharp ND-RB270 and  NU-JC330 ,Fronius Symo 8.2-3-M,12.6,52.394354,21.007807,Poland
Parkowa,3050,Poland,S,1648,Yesterday,71771,Longi Solar LR6-60PE-305M,Solaredge SE3000H,22.4,52.142787,20.851547,Poland
Andrzej_Wawer-Las,9940,Poland,SE,1170,Yesterday,82799,QCELLS QPeak DUO G8,SolarEdge SE9K WiFi,23.2,52.216404,21.111608,Poland
Giermkow,2400,Poland,S,1915,Yesterday,65103,JA SOLAR JAM60S01-300/PR,SolarEdge HD Wave,24.2,52.252004,21.163499,Poland
PL Otrebusy,3360,Poland,SW,2167,Yesterday,55065,Q Cells,Solaredge SE3000,24.4,52.130091,20.765245,Poland
Pyszczak PV,7290,Poland,SE,2765,Yesterday,46034,Corab ENCORE,Fronius Symo 6,18.1,52.236921,21.345031,Poland
Ty Glandulais,3600,LD3,EW,4363,Yesterday,9741,CentroSolar S225M54,SMA SB3600TL,19.1,51.989255,-3.328281,United Kingdom
WIll1,4000,SA20,SE,4351,27 days ago,8747,Siliken,SMA Sunny Boy 4000TL,24.4,52.015917,-3.796479,United Kingdom
MardenHR1,4740,HR1,S,679,Yesterday,92317,Trina,Growatt 3600SPH,6.1,52.126849,-2.701349,United Kingdom
hwhb,4960,HR6,E,512,2 days ago,94794,REC N Peak Series,Victron MultiPlus II GX,11.4,52.23,-2.77,United Kingdom
Applegarth,5244,WR11,SE,4115,Yesterday,16752,Upsolar M240P / REC TwinPeak2,SMA SB4000TL + GivEnergy AC3,11.5,52.047791,-1.985231,United Kingdom
SolarSkunk,11200,WR11,E,588,Yesterday,87678,SunPower,SolarEdge,12.3,52.09,-1.92,United Kingdom
StratOGen,3680,WR14,W,4475,Yesterday,6130,REC PE,SMA Sunny Boy 4000TL-20,14.1,52.109394,-2.293145,United Kingdom
SaviGen,3680,WR14,S,4502,2 days ago,6110,REC 230WPE,SMA SunnyBoy 4000TL-20,14.6,52.107048,-2.299529,United Kingdom
COMPO1,3760,WR14,S,4695,Yesterday,6014,Sanyo HIT-N235SE 10,SMA 3300,14.8,52.10515,-2.302275,United Kingdom
Malvernites,2820,WR14,S,4749,Yesterday,1883,Sanyo HIT-N235SE10 ,SMA Sunny Boy 2500HF,15.7,52.104941,-2.315283,United Kingdom
Cleeve,2000,GL52,S,4603,Yesterday,4740,Sharp NU250,Platinum 2100S,20.0,51.94898,-2.067338,United Kingdom
Westcott,4000,GL19,SE,3472,Yesterday,36263,?,SAJ TL4KA,20.6,51.954813,-2.195543,United Kingdom
Cleeve 2,2000,GL52,S,547,Yesterday,95248,Unknown ,Unknown ,24.5,51.91,-2.05,United Kingdom
cleeve-test,2000,GL52,S,3005,Yesterday,19018,Sharp NU250,Platinum 2100S,24.5,51.91,-2.05,United Kingdom
Cleeve-test2,2000,GL52,S,649,Yesterday,88690,Sunny boy,Unknown ,24.5,51.91,-2.05,United Kingdom
Ledbury Church,6660,HR8,S,3540,7 days ago,58298,Romag SMT 6(48)P 648185,SMA Sunny Boy 3000TL,24.8,52.037,-2.420168,United Kingdom
CotonMacy Solar,3900,OX16,S,3202,5 weeks ago,38924,LG LG300 N1C-B3 LG,Enphase m250,8.3,52.06,-1.34,United Kingdom
Banbury OX16,5600,OX16,S,899,172 weeks ago,61190,SunPower,SolarEdge 5K HD ,8.3,52.06,-1.34,United Kingdom
CartwrightRoad,3900,OX17,S,4195,82 weeks ago,36566,Caymax SSE195,Enecsys SMI-S240W,9.9,52.07,-1.28,United Kingdom
Porkys 4,4080,OX15,SE,1429,Yesterday,23492,Winaico,Samil,11.0,52.03,-1.4,United Kingdom
Warwickshire S,3900,OX15,S,908,Yesterday,87242,Trina TSM-325DE06M,SolarEdge SE5000H,13.6,52.050181,-1.541498,United Kingdom
HD-212,7900,OX17,SW,368,6 weeks ago,100988,JAM54S30-395/MR/1500V,Fox ESS H1-6.0,13.6,52.026307,-1.277997,United Kingdom
mfl_scf,42770,OX7,S,4274,Yesterday,5116,Q.Base-G2 235,Fronius CL36; Datamanager 2.0,20.4,51.945568,-1.385417,United Kingdom
The mad house,4200,CV36,S,836,143 weeks ago,67386,Astronergy,Trannergy,20.7,51.984155,-1.579145,United Kingdom
garagesystem,3675,MK46,S,4558,Yesterday,6226,sharp nuj5,aco 3800S,10.1,52.15,-0.69,United Kingdom
burninglove,3600,MK19,SE,1550,8 days ago,70824,LG Neon II,SMA Sunny Boy,6.7,52.07,-0.85,United Kingdom
Mos Eisley,5120,MK16,SE,1393,Yesterday,77976,JA,Solaredge,9.3,52.088631,-0.75089,United Kingdom
MK13_8,3360,MK13,SE,3958,Yesterday,68324,Sch?co MPE 240 PS 04 EU,SMA - SB 3000TLST-21,10.7,52.05,-0.78,United Kingdom
LongfellowPV,3750,MK16,SW,3624,Yesterday,24599,Yingli YL250C-30b,Fronius IG TL 3.6,10.8,52.083376,-0.729613,United Kingdom
Hakunamatata,1560,MK8,S,4535,Yesterday,5036,Hengji PV-Tech HJM195M-24,SMA sunny Boy 2000HF,11.4,52.034093,-0.803948,United Kingdom
MKsun,3185,MK14,SW,2220,Yesterday,44678,Solar HSTAF24245M.60,Enecsys SMI-S240-60-UK,11.5,52.05,-0.76,United Kingdom
Hakunamatata2,1560,MK8,S,1497,Yesterday,50696,Hengji PV-Tech HJM195M-24,Schuco,12.0,52.03,-0.8,United Kingdom
WattsUP,3840,MK15,SE,4582,Yesterday,3579,Panasonic HIT N240SE10,Solaredge,12.3,52.054584,-0.736828,United Kingdom
Cople,3996,MK44,S,4247,Yesterday,13152,Sunpower SPR-333NE-WHT-D,SMA SB3300,8.1,52.122387,-0.386354,United Kingdom
TheDogHouse,6320,MK7,SE,436,Yesterday,98023,Canadian Solar,Solis,0.7,52.016529,-0.698233,United Kingdom
BigBlueHouse,3924,MK10,S,3512,Yesterday,32266,SunPower SPR 327NE,SMA Sunny Boy 4000TL 21,1.5,52.03,-0.69,United Kingdom
Cactusbob,3000,MK10,SW,3731,Yesterday,27336,Eco Future ECS-260M60,Ever Solar TL3200,2.2,52.033274,-0.702875,United Kingdom
FoxtonPV,3800,MK6,EW,3688,132 weeks ago,4275,Schuco MPE 190w,Sunny Boy 4000TL,2.4,52.023174,-0.720516,United Kingdom
woburn2,11900,MK17,SE,1909,Yesterday,65706,LG,Solaredge,2.5,52.009182,-0.651935,United Kingdom
Rectory panels,9660,MK17,S,1565,Yesterday,71545,LG345W,SolarEdge,3.0,51.99,-0.7,United Kingdom
Titley Gardens,3924,MK17,SE,1773,Yesterday,68846,Sunpower E20 327,SolarEdge SE4000,3.0,51.99,-0.7,United Kingdom
fredsolar,4000,MK6,E,3583,141 weeks ago,4984,ja solar,sunnyboy sma4000,3.9,52.03,-0.74,United Kingdom
TFGB,3420,MK6,S,3909,Yesterday,4941,Perlight Solar PLM300MB60,Sunny Boy 3,3.9,52.03,-0.74,United Kingdom
WattsUp with my consumption,1995,MK15,SW,3180,179 weeks ago,24263,Panasonic HIT 285,SMA2500,4.4,52.05,-0.72,United Kingdom
WattsUp 6kW,6000,MK15,SE,1826,136 weeks ago,48636,Sanyo HIT 250,Solaredge/SMA,4.4,52.05,-0.72,United Kingdom
MK Solar Power Station,3870,MK5,SW,4736,Yesterday,1556,Schuco,SMA SB3800,6.4,52.020855,-0.780158,United Kingdom
LBJH,2370,LU7,SE,421,Yesterday,93856,JA Solar,Growatt,11.7,51.914335,-0.646305,United Kingdom
Affordable Dunstable 2,3000,LU5,S,4188,9 days ago,14262,Suntellite,Solar Edge SE3000,12.9,51.9,-0.51,United Kingdom
Affordable Dunstable,2960,LU5,S,5078,9 days ago,2862,Schuco,Mastervolt Sunmaster XS3200,12.9,51.9,-0.51,United Kingdom
4 Millow,4000,SG18,E,3104,Yesterday,42358,ECSOLAR,Trannergy PGL4000,6.1,52.078668,-0.205433,United Kingdom
1.21 Gigawatts,4000,SG8,S,3429,Yesterday,34535,Seraphim SRP 250 6MB,Growatt 4000,7.6,52.066415,-0.123248,United Kingdom
Scaleys,4000,SG7,SE,4582,Yesterday,4409,Suntech,SMA Sunny Boy 3800,9.1,52.0488,-0.201242,United Kingdom
Dill House,2000,SG8,SW,2580,Yesterday,45027,ShineTime Solar XTP6-60,Growatt 2000TL,5.1,52.06,-0.01,United Kingdom
Strudwick Whaddon System,4000,SG8,SE,3706,Yesterday,28805,Bosch,Enphase,5.1,52.06,-0.01,United Kingdom
Baz's Solar System,5600,SG9,SE,441,Yesterday,97627,Longi LR5-54HPB,LuxPowerTek 3600,8.6,51.94,-0.007,United Kingdom
Panels on my roof,6000,SG9,S,583,Yesterday,96051,JA JAMS54S-30-400-MR-BF,Solax X1 Gen 4,8.6,51.94,-0.007,United Kingdom
Gingerfatcat,4000,SG1,E,2892,Yesterday,44836,Shinetime Solar XTM6-60BK-250,Growatt 4000,11.9,51.91,-0.19,United Kingdom
Top Dog,6840,SG1,S,365,23 weeks ago,95796,JA Solar JAM72S03  380/PR,Growatt ,11.9,51.91,-0.19,United Kingdom
Yelevarg Power Array,3924,SG1,SW,3725,Yesterday,7505,SunPower E20/327,SMA Sunny Boy 3300,11.9,51.91,-0.19,United Kingdom
Wymondley Garden Array 1,6000,SG4,S,2519,Yesterday,51545,Hyundai MG Series,SolarEdge,12.1,51.92,-0.25,United Kingdom
mitreclose,3840,IP30,SE,4311,6 weeks ago,4745,Sanyo HIT-N240SE10,SB2000HF,11.2,52.2,0.83,United Kingdom
Copt2,3760,IP7,SE,4076,14 weeks ago,4256,Sanyo HIT N235,SMA Sunny Boy 3300,13.4,52.10826,0.907235,United Kingdom
Coptnet,3290,IP7,SW,3473,52 weeks ago,4206,Sanyo HIT-N,Sunnyboy 3000 TL,13.4,52.107733,0.908286,United Kingdom
PaulAndTracey,4000,CO6,E,1288,Yesterday,53787,8.33 Solar,SMA SB 3600TL-21,23.8,51.92,0.79,United Kingdom
SharSolar,3990,IP12,SW,2905,Yesterday,47076,SunEdison Silvantis,SolarEdge,8.4,52.099935,1.301066,United Kingdom
DMonkey,3800,IP12,S,799,Yesterday,9637,ZNShine,SunnyBoy,11.2,52.071725,1.279269,United Kingdom
privets hedge fund,2115,IP13,SE,4208,61 weeks ago,5531,Sanyo HIT-N235se-10,Power-one Aurora PVI-2000,11.9,52.114138,1.242452,United Kingdom
Bugsby Way,2100,IP5,SE,4248,Yesterday,11225,BP 4175T,Eversolar New Energy 2000GB,14.2,52.059894,1.240772,United Kingdom
DT's Roof,2880,IP5,S,4124,3 days ago,4596,Sharp NU180-E1,Diehl Platinum 2800S,14.2,52.06,1.24,United Kingdom
7 Peart Grove,2850,IP5,S,3099,Yesterday,50659,Sharp NU-RD285,Enphase M215,14.2,52.06,1.24,United Kingdom
Tim's_Garage,3150,IP4,SW,2556,Yesterday,19048,,SMA SB3000HF-30,17.8,52.06,1.18,United Kingdom
SunBear,2950,IP4,SW,2282,Yesterday,57569,Bisol Premium Mono,Enphase ME215-E,17.8,52.06,1.18,United Kingdom
BelsteadGrowattSPH3600,4680,IP2,S,448,Yesterday,94745,Trina,Growatt SPH3600,21.8,52.04,1.13,United Kingdom
MonmouthSun,4000,IP2,N,2210,Yesterday,58996,,Enphase,21.8,52.04,1.13,United Kingdom
SunnySideOfLife YL,1590,2586,SE,3329,35 weeks ago,16360,Yingli YL265C-30b,SMA Sunny Boy 1600TL,3.0,52.104443,4.275415,Netherlands
BeverZon-SMA,4690,2582,EW,2038,Yesterday,62935,LG,SMA Sunny Boy 4.0,1.1,52.0883,4.2846,Netherlands
NPL119,10920,2587,EW,853,Yesterday,88617,Winaico,SolarEdge,1.1,52.0883,4.2846,Netherlands
PVG555,2190,2581,SW,1025,Yesterday,85532,JA Solar,APSystems,1.1,52.0883,4.2846,Netherlands
Ravvie,6660,2517,S,696,Yesterday,91956,Dgec 370,Solaredge SE 5k,1.5,52.084451,4.285333,Netherlands
Amon-Re,3000,2517,S,3238,25 days ago,38902,CentroSolar VisionS250P60,EnecsyDs 480W6,1.6,52.082615,4.28136,Netherlands
Hainerma,4620,2566,SE,2423,Yesterday,54566,Solar Frontier SF 165-S,SolarEdge SE 4000,1.7,52.0833,4.2667,Netherlands
de Jong,2340,2518,SW,2434,143 weeks ago,33471,BYD 260P6C-30,Trannergy PVI 2300 TL,2.0,52.084131,4.297506,Netherlands
Victor's Luifeltje,2190,2597,SW,726,Yesterday,90961,AEG AS-M1202Z-BHv,GoodWe 2000 XS,0.5,52.09453,4.329305,Netherlands
Zonneinstallatie10x400-IQ8+,4050,2596,SE,499,Yesterday,96265,Ureco Peach 405,Enpahse IQ8+,0.9,52.0939,4.3237,Netherlands
Zonstijkel,6400,2597,SW,1924,Yesterday,65100,LG,SolarEdge 4kW,1.2,52.0861,4.3328,Netherlands
bqsolar79,2000,2592,SE,3955,Yesterday,21344,Canadian Solar CS6P,SMA  Sunny Boy 2000HF,1.5,52.0897,4.354,Netherlands
Number7,5530,2591,SE,482,Yesterday,96333,JaSolar 395W,SolarEdge Se5rk-rwb,1.5,52.0897,4.354,Netherlands
noorderzon,2190,2595,SE,991,Yesterday,85992,Suntech STP365S-B60/Wnhb,Growatt 3600MTL-S,1.5,52.083436,4.332572,Netherlands
JurBaSol,2880,2593,SW,1895,58 weeks ago,33567,YINGLI 240P 29B,Omnik Solar TL-3000,1.5,52.0833,4.3333,Netherlands
Knothoef Tuin,1485,2593,SW,2739,75 weeks ago,54766,Sunrise SRM572195,Goodwe GW1000,1.5,52.0833,4.3333,Netherlands
Knothoef Dak,4370,2593,S,2010,75 weeks ago,54741,Trina Solar Honey 265PD05,Goodwe GW4200-NS,1.5,52.0833,4.3333,Netherlands
naish,5000,2595,S,2696,Yesterday,46280,shinetime,omnik 5k,1.5,52.0833,4.3333,Netherlands
De Spelonk,980,2563,SW,652,Yesterday,90212,Jinko JKM250P-60,Enecsys D480W-60,0.1,52.078,4.2922,Netherlands
AE_ZD11,4335,2498,SE,3981,Yesterday,22230,Hanwa,SMA,0.5,52.0767,4.2986,Netherlands
Zulu,6000,2548,EW,2524,Yesterday,53046,LG 300NT1-G4,Enphase M250,0.5,52.0767,4.2986,Netherlands
2497BD53-Inverter2,2000,2497,W,1137,77 weeks ago,36249,Shinetime,OmnikSolar,0.5,52.0767,4.2986,Netherlands
StroomStraal,3000,2498,SE,3530,Yesterday,29801,ZNSHINESOLAR ZXM6-60-250/M,SMA Sunny Boy 2500TLST,0.5,52.0767,4.2986,Netherlands
van der Woudendijk 4.200kwh,4200,2497,NW,424,Yesterday,96861,Jinko Tiger Neo N-type,Enphase IQ8+,0.5,52.0767,4.2986,Netherlands
2497BD53-Inverter1,4250,2497,W,1138,77 weeks ago,36248,Shinetime,OmnikSolar,0.5,52.0767,4.2986,Netherlands
ellekom53-noord,3040,2573,NW,375,Yesterday,99163,JA Solar,Goodwe,0.5,52.0767,4.2986,Netherlands
Enphase Platostraat,3700,2493,SE,875,Yesterday,88153,Denium U-Mono 370,Enphase IQ7+,0.5,52.0767,4.2986,Netherlands
Kuca Ilica,4380,2497,SE,731,Yesterday,91812,Talesun 365,Soleredge SE4000 HD Wave,0.5,52.0767,4.2986,Netherlands
Kwikback,2370,2496,SE,3922,Yesterday,18611,TRINA SOLAR - TSM-395-DE09.08,SolarEdge SE2200H,0.5,52.0767,4.2986,Netherlands
Kwik_dakkapel1,660,2496,SE,2624,Yesterday,50765,Benq,Soladin 600,0.5,52.0767,4.2986,Netherlands
Kwik_dakkapel2,660,2496,SE,2616,Yesterday,50766,Benq,Soladin 600,0.5,52.0767,4.2986,Netherlands
kwikfront,2250,2496,SE,3853,Yesterday,14556,Trina Solar -  TSM 375,Solaredge SE2200H,0.5,52.0767,4.2986,Netherlands
Kwik_totaal,5166,2496,SE,2667,Yesterday,50277,xx,Divers,0.5,52.0767,4.2986,Netherlands
MySolarBarn,3600,2548,S,714,Yesterday,91501,DMEGC 400 WP DM400M10-54HBB,Enphase IQ7+,0.5,52.0767,4.2986,Netherlands
MySolarRoof,6820,2548,EW,1888,Yesterday,65796,Csun 310,Solaredge SE5000h,0.5,52.0767,4.2986,Netherlands
Panelen Dak,7440,2496,EW,1471,Yesterday,76054,trina,Solaredge,0.5,52.0767,4.2986,Netherlands
Pan Ramawadh,4640,2548,N,911,158 weeks ago,65036,,Growatt,0.5,52.0767,4.2986,Netherlands
Shuttle's PV,2000,2496,SW,1155,Yesterday,83384,,Omnik,0.5,52.0767,4.2986,Netherlands
949.38.InTheClouds,620,2511,S,891,171 weeks ago,61910,Csun,APS YC600i,0.4,52.075341,4.320244,Netherlands
Hoogdak,8400,2517,EW,520,71 weeks ago,83296,Seraphim Eclipse Mono,APSystems QS1,0.8,52.075708,4.311447,Netherlands
Groengras,4160,2274,SE,2476,Yesterday,53999,Axitec,SolarEdge HD Wave 5000H,0.3,52.068133,4.303138,Netherlands
WiMoSolar,2430,2515,SW,1817,147 weeks ago,21919,Yingli 270C 30B,Omnik 2.0,0.8,52.069058,4.318734,Netherlands
