name,system_DC_capacity_W,address,orientation,num_outputs,last_output,system_id,panel,inverter,distance_km,latitude,longitude,country
pXl,5850,Italy,S,4048,Yesterday,17888,Shott Solar,Power-one Aurora PVI6000OUTDW,8.2,46.013593,12.283867,Italy
fabiosaba,2950,31029,SW,1557,Yesterday,73249,canadian solar,solaredge,12.3,45.97569,12.294308,Italy
Casa Nave,4410,Italy,SE,3037,75 weeks ago,19146,Conergy ECO-Pro,AURORA,3.0,45.974909,12.501287,Italy
Stefano Gelmini,5000,33074,SW,1601,162 weeks ago,25974,Emmeti,PowerOne,3.2,45.979,12.5027,Italy
Sunpower X22 M360,6480,33077,S,454,167 weeks ago,76032,Sunpower X22 M360,Solaredge SE6000H,3.8,45.9541,12.5027,Italy
Cicogna FTV,7680,33077,SE,661,Yesterday,92785,Aleo,SolarEdge,5.1,45.946838,12.51508,Italy
Walland,3680,Italy,S,4885,Yesterday,1587,ECA E230W-60A,SMA SB4000-TL-20,10.5,45.92404,12.346873,Italy
Skincat's HP,2400,31020,SW,4199,Yesterday,29381,Schott solar,Energy Monitor,9.1,45.924186,12.207057,Italy
FTV3KW,2990,31030,SE,815,Yesterday,89304,Aleo s18,PO PVI3000,10.7,45.971704,12.162423,Italy
CF - Casetta,1590,31010,EW,1107,Yesterday,78474,QSolar,Voltronic,12.3,45.8803,12.2163,Italy
ax1-1,49490,33170,SE,3910,5 weeks ago,16193,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
ax1-2,49490,33170,SE,3908,5 weeks ago,16194,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
ax2,98980,33170,SE,3988,Yesterday,11180,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
ax2-1,49490,33170,SE,3878,Yesterday,16195,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
ax2-2,49490,33170,SE,3870,Yesterday,16196,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
ax1,98980,33170,SE,4027,5 weeks ago,11179,SolarWorld SW245POLY,Fronius CL 48.00,2.8,45.9639,12.6575,Italy
GiGaPV,2450,Italy,SE,4608,Yesterday,3883,SUNLINK SL 220-20M,Schnider Electric SunEzy 2801,9.1,45.912228,12.700446,Italy
LilliputPV,3920,Italy,SE,4678,Yesterday,2864,SUNLINK SL 220-20M,EATON PHOENIXTEC SG1I-3300/1-I,9.1,45.912233,12.700545,Italy
borgovenezia59,5200,33080,E,1518,Yesterday,72968,Viessmann,Fronius Primo 5.0-1,9.9,45.924409,12.730408,Italy
Quaxo,4655,Italy,SE,4314,Yesterday,9055,CentroSolar S245P60 Prof.,Power-One PVI 4.2 TL OUTD,10.1,45.930698,12.738888,Italy
Quoxo,5880,33080,SE,4432,Yesterday,9054,Centrosolar,Power-one Aurora PVI-6000-OUTD,10.3,45.883584,12.593641,Italy
Renato,5500,33080,W,1700,Yesterday,44462,a,enecsys,11.6,45.946581,12.767894,Italy
Sma SB6000,6665,33030,S,473,14 days ago,95726,Sharp,Sma sunny boy 6000tl-21,2.9,46.0876,13.0456,Italy
SWW,2900,33030,SW,2004,Yesterday,54056,axitec ac-290m/156-60s,fronius primo 3,2.9,46.0876,13.0456,Italy
Fotovoltaico GSE,6815,33035,W,1114,Yesterday,79501,xxx,Aurora,4.4,46.0964,13.1378,Italy
TOMBA,4230,33036,SW,2485,Yesterday,44448,Siliken,SMA,4.6,46.046789,13.065468,Italy
Gabriele West (2011),2996,33010,W,4710,Yesterday,39616,SANYO - HIP-214NKHE5,SMA - SUNNY BOY 3000TL,10.9,46.123444,13.213108,Italy
Bertoni SolarSystem,6000,33019,SW,3594,Yesterday,29349,Sharp,Power One PVI-6000-TL-OUTD,11.2,46.1432,13.202,Italy
fracle,5280,33100,SW,3061,6 days ago,41913,conergy,sma,11.6,46.069502,13.230634,Italy
Casa Cavalicco,2800,33010,S,1726,2 days ago,62355,Canadian Solar,ABB,11.9,46.109975,13.233633,Italy
DI GIUSTO STRADE,10240,33010,SW,1851,153 weeks ago,36062,Sharp,Power-One,14.6,46.189184,13.199096,Italy
Collerumiz,2925,33017,SW,1544,154 weeks ago,917,S-Energy,Aurora,16.0,46.211324,13.186095,Italy
SunnyLover,6110,33098,N,2610,95 weeks ago,24691,Change it Later,SMA Sunny Boy,17.1,46.047023,12.867784,Italy
Orebsi-Ufficio,11880,33040,S,567,42 weeks ago,59520,n.o.,Aurora,17.4,46.020632,13.286898,Italy
Lobie-Cic-,1440,33040,S,4024,Yesterday,20521,Abba - ASP60-240,Power One - PVI-2000-IT,17.9,46.038753,13.304454,Italy
Eolic+Paradane-Cic,600,33040,S,3444,Yesterday,18866,2Wurth/wsg0036+2Abba/ASP60240,GTI800-M34GridTie+Wvc300w-life,17.9,46.038724,13.304442,Italy
Temp-Cic,100,33040,S,3762,Yesterday,4102,SPS ISTEM - SP-120P,Power One - PVI-2000-OUTD-IT,17.9,46.038749,13.304617,Italy
Solar-Cic -,6240,33040,S,5176,Yesterday,4142,SPS ISTEM - SP-240P,Power One - PVI-6000-OUTD-IT,17.9,46.038713,13.304628,Italy
Villa Sally,5880,34170,S,538,105 weeks ago,38390,REC 245PE-EU,Power-One PVI 6000 OUTD S IT,15.5,45.9619,13.6133,Italy
GO42,5500,34170,S,2487,Yesterday,52762,samsung,SMA Sunny Boy ,15.5,45.9619,13.6133,Italy
Grin Solar Prepotto,6240,33040,SE,4361,Yesterday,9047,Aleo,Power-one AURORA PVI-6000,17.5,46.048505,13.483179,Italy
Villa Vitty,3450,34070,S,3657,Yesterday,23832,REC Solar,Power-One,21.7,45.94136,13.515634,Italy
Xinergy-Solar,9900,34071,S,5084,Yesterday,4234,PANEL,POWERONE PVI-10.0-OUTD-IT,23.7,45.956034,13.460903,Italy
Home__PV,3500,34072,S,1267,Yesterday,74654,,ABB,24.5,45.908,13.5165,Italy
Test - from sunny portal,3924,34070,S,569,149 weeks ago,72502,SunPower SPR-327NE-WHT-D,SMA Sunny Boy 4000TL-21,24.8,45.9233,13.4839,Italy
Fogliano - Valerio,3270,34070,S,2717,Yesterday,46928,SunPower SPR-327NE-WHT-D,SolarEdge,24.8,45.9233,13.4839,Italy
Dari,3840,34070,N,638,115 weeks ago,77147,non ricordo,Aurora PowerOne,24.8,45.9233,13.4839,Italy
Turriaco-FV-SB4000TL-21,3924,34070,S,4026,Yesterday,27726,SunPower SPR-327NE-WHT-D,SMA Sunny Boy 4000TL-21,24.8,45.9233,13.4839,Italy
Solar Svete,10725,Slovenia,SW,1718,Yesterday,68924,LUXOR Solar 275 poli,Solar Edge SE15K-RW000BNN4,18.8,45.919364,14.362618,Slovenia
Cvrk_SE,10250,Slovenia,SW,3925,Yesterday,22349,CanadianSolar/CS-205,Power-one Aurora PVI-3.6,7.8,46.083383,15.045423,Slovenia
B_solar,4230,Slovenia,S,3604,Yesterday,24287,Canadian Solar - CS6P-235,Power One Aurora,7.9,46.083163,15.046544,Slovenia
RM-home,3000,Hungary,S,2700,57 weeks ago,34611,ReneSolla JC250M - 24/Bb,Growatt 3000 TL,6.4,46.044017,17.991411,Hungary
RM-HOME2,3300,Hungary,S,1263,Yesterday,80711,Suntech STP330 - 24/Vfw,FRONIUS PRIMO3.0-1,6.9,46.04016,17.986886,Hungary
csonkasz,3180,Hungary,S,2635,Yesterday,52007,Amerisolar,SolarEdge,9.3,46.066914,18.165221,Hungary
KN Pécs,7540,Hungary,S,1886,Yesterday,67379,Canadian Solar CS3K-290P,SolarEdge SE9K,10.8,46.061723,18.183704,Hungary
Derus_SE8K,8100,Hungary,SE,454,Yesterday,97493,RISEN Solar,Solar Edge SE8K,16.1,46.090782,18.256692,Hungary
Rozsa utca,5225,Hungary,SW,2114,Yesterday,60790,Amerisolar,SMA Sunny Boy 4000,18.7,46.048188,18.283236,Hungary
Fronius Pécs Hamvas,13600,Hungary,S,1372,Yesterday,82803,JAsolar,Fronius Symo 12.5-3-M,19.2,46.070689,18.294908,Hungary
Delphi Electric 3 5KW,4000,Romania,E,3701,Yesterday,17589,ET-solar 250W,Enphase M215,5.0,46.068974,23.572423,Romania
nega_9K_SP,9000,France,S,2147,Yesterday,51097,Solarworld SW250,ENPHASE M215-E,17.3,45.797603,1.134627,France
GERZAT,3000,France,S,385,Yesterday,99197,P3,IQ7A,21.0,45.818455,3.148495,France
Pascal69480,2000,France,S,2149,159 weeks ago,39166,Tenesol TE 2000/200 Poly,SMA - Sunny Boy 1.5,8.9,45.934948,4.714282,France
CHaponost10K,10800,France,EW,627,Yesterday,93499,Trina Vertex,Fronius Primo 8.2,19.5,45.709626,4.745622,France
PVII,1880,France,S,3038,Yesterday,42858,QCELLS,Enphase M215,21.7,45.697576,5.134324,France
eeesOap,3240,France,S,1889,Yesterday,66050,im solar,mppsolar 5048,11.7,45.957865,5.966724,France
Renard,2880,11027,SE,4762,Yesterday,45336,JA SOLAR JAM6-240,SMA Sunny Boy 3000,15.2,45.75112,7.64026,Italy
Mia Casa,2970,28010,SW,2181,Yesterday,58286,KPV,ABB,11.2,45.7887,8.4409,Italy
Casa Ardizzino,4060,28040,S,1361,Yesterday,78545,Viessmann Vitovolt 300,SolarEdge,18.4,45.7502,8.5178,Italy
Deu's Ark Reactor,4000,28021,S,631,Yesterday,92827,RSM40-8-400M 120 Cell Perc,Voltronic,20.3,45.7024,8.4581,Italy
LRN_Solar,4440,28021,SE,1361,Yesterday,79073,Longi Solar / LR4-60,Solar Edge / SE4000H,20.3,45.7024,8.4581,Italy
P4Solar,7020,28021,SW,1742,Yesterday,69633,SunPower SPR-MAX3-390,SolarEdge SE6000H,20.3,45.7024,8.4581,Italy
ThePowerOfSunLorenz-4.5,4578,28021,S,3570,Yesterday,32248,SunPower E20,Power One PVI-4.2-TL-OUTD,20.3,45.7024,8.4581,Italy
MySunMyLife,4000,Italy,S,4022,Yesterday,13229,Siliken,Power One/Aurora,21.9,45.675046,8.317641,Italy
GMIKE-01A,3332,Italy,S,1927,5 weeks ago,10579,Schott Solar Perform 245,SMA SB 3000TL-21,22.3,45.705938,8.519044,Italy
GMIKE-00,1380,Italy,S,994,28 weeks ago,22243,Noah Tecnology,SMA 1200,22.3,45.705833,8.519022,Italy
GMIKE-01B,3430,Italy,S,1959,5 weeks ago,10577,Schott Solar Perform 245,SMA SB 3000TL-21,22.3,45.705833,8.519108,Italy
bognosun,4000,Italy,S,3911,Yesterday,15769,,Aurora pvi outd 3.6,22.9,45.840952,8.647403,Italy
ScriS Home,4578,Italy,S,2864,108 weeks ago,22723,SunPower,SMA Sunny Boy 5000,7.8,45.857677,8.911182,Italy
Casa Bodio,8200,21020,S,1484,Yesterday,54919,Qcell,SE6000 HD Wave,9.7,45.836,8.6968,Italy
GazzaSolar - Aurora Power One,5000,21045,W,1534,89 weeks ago,18608,,PowerOne / Aurora,10.2,45.7789,8.8289,Italy
Mike-solar,4140,22100,SW,2127,175 weeks ago,25359,,GE ,7.9,45.8067,9.0885,Italy
Piko-Chiasso,9880,Switzerland,SE,1958,110 weeks ago,43221,nn,Piko Kostal,9.1,45.835528,9.027555,Switzerland
Fronius primo - Sunpower,3270,22070,SW,2143,Yesterday,56922,Sunpower ,Fronius primo ,11.2,45.769674,9.121956,Italy
CasaPacquola,6000,22040,S,496,Yesterday,96132,SUNPOWER,Solaredge SE6000H-RWS00BN04,11.4,45.7789,9.2001,Italy
Nicola-Casa,3840,Italy,SW,4167,Yesterday,11944,CNPV-CNPV-240P-NEW,PVI-4.2-TL-OUTD,11.9,45.768928,9.182493,Italy
SistemOne,2915,21050,SE,602,55 weeks ago,64120,<>,SMA Sunny Boy 3000,5.5,45.708105,8.881816,Italy
Delpi  IT - SolarEdge,6000,22060,S,2113,Yesterday,59491,Solar Frontier,SolarEdge SE6000,3.5,45.7393,9.0929,Italy
Delpi IT - Tesla,6000,22060,S,603,178 weeks ago,58493,,Energy Monitor,3.5,45.7393,9.0929,Italy
Delpi  IT - Solare - Tesla,6000,22060,S,1701,77 weeks ago,58529,Solar Frontier,SolarEdge,3.5,45.7393,9.0929,Italy
Casa Carugo,3200,22060,SW,1606,Yesterday,72832,SunPower Max3-400,Solar Edge 3000H,3.5,45.7393,9.0929,Italy
Delpi  IT - Casa,6000,22060,N,1702,77 weeks ago,58486,Dolomiti Energia,Energy Monitor,3.5,45.7393,9.0929,Italy
Delpi  IT - Efergy,6000,22060,S,1667,77 weeks ago,58016,Solar Frontier,SolarEdge 6000,3.5,45.7393,9.0929,Italy
Delpi  IT - Esterno,6000,22060,N,1689,77 weeks ago,58489,Dolomiti Energia,Energy Monitor,3.5,45.7393,9.0929,Italy
Delpi  IT - Locale tecnico,6000,22060,N,1686,77 weeks ago,58485,Dolomiti energia,Energy Monitor,3.5,45.7393,9.0929,Italy
Delpi  IT - Solar,6000,22060,S,1647,77 weeks ago,58639,Solar Frontier,SolarEdge SE6000,3.5,45.7393,9.0929,Italy
Villa Terlizzi,8100,22070,S,1849,Yesterday,62155,FuturaSun FU 300 M,SolarEdge,5.4,45.7335,8.9963,Italy
CasaHome,5000,22070,N,2217,Yesterday,34447,,Sunny boy,5.4,45.7335,8.9963,Italy
DELL'ORTO,5750,22070,SW,1687,53 weeks ago,62046,SOLSONICA S610SPP-250,POWER ONE ABB PVI 6000,5.4,45.7335,8.9963,Italy
Emarinoni,3430,22070,S,841,119 weeks ago,68894,no,Aurora,5.4,45.7335,8.9963,Italy
Pannelli solari,3000,22070,S,2633,7 weeks ago,43964,SMA001D,SMA Sunny Boy 3000LT,5.4,45.7335,8.9963,Italy
Villa Berruti,7200,22070,SW,2091,Yesterday,51364,Solon Solfixx,SolarEdge,5.4,45.7335,8.9963,Italy
Ambro currentcost,50,22070,NW,780,114 weeks ago,57320,,Energy Monitor,5.4,45.7335,8.9963,Italy
Bruco18,4000,22074,S,2201,Yesterday,59368,,Fronius Primo 4.0-1,6.7,45.6992,9.0343,Italy
Luca 3L,1470,22074,S,1280,85 weeks ago,68855,,Aurora,6.7,45.6992,9.0343,Italy
PV-FERRARIO,2940,22070,S,3917,79 weeks ago,17626,schuco,schuco,1.1,45.704338,8.985847,Italy
Galileo-IT,6000,21040,W,1204,59 weeks ago,70508,unknown,ABB/PowerOne Aurora,4.5,45.6588,8.9719,Italy
Royal Palace,5400,21040,S,1711,Yesterday,69558,Luxor Eco line 60,Solaredge SE6000,4.5,45.6588,8.9719,Italy
CascinaDelSole,8875,20824,S,4396,Yesterday,29207,Isofoton 250 + QPeak G5 325,SolarEdge,3.7,45.6721,9.0842,Italy
Voq - Home,4400,20825,NE,1125,75 weeks ago,71466,SunPower,SolarEdge,4.9,45.668121,9.101609,Italy
angelovr,4200,21040,S,1444,Yesterday,77050,Viessmann Vitovolt M350 WA,HUAWEI SUN2000L-4KTL,2.3,45.742772,8.791519,Italy
Casa monti,8100,21029,S,704,Yesterday,91638,Munchen 450Wp,AM72K8K-48,8.5,45.72384,8.714283,Italy
zazaz_ElmecSolar,3270,Italy,SW,3450,Yesterday,23208,Sunpower,SMA SunnyBoy SB 3000 TL-21,10.4,45.669176,8.76931,Italy
Stefano GA,4230,21013,SW,4542,Yesterday,32153,Hyundai/HiS-M235MG,SOLIVIA 5.0 EU G3,11.0,45.659248,8.817772,Italy
2lio,2940,21013,S,3594,Yesterday,30453,Conergy Policristallino,PO Aurora,11.0,45.6602,8.7916,Italy
Dembowschi43,2880,21013,S,1538,Yesterday,73187,SunPower,Solaredge,11.0,45.6602,8.7916,Italy
Pannelli Domenico,3000,21019,SW,485,Yesterday,96482,SCHUCCO MPE60 EA,Aurora PVI-3.0-TL,11.6,45.683,8.7087,Italy
Fronius conti,3135,21018,E,1836,Yesterday,72485,SOLAR,Fronius ,12.3,45.7889,8.6599,Italy
DELPINO,4251,22060,SE,2707,Yesterday,49043,SUNPOWER E20,SOLAREDGE SE-4000,3.3,45.730237,9.200213,Italy
Uno,2880,23895,SW,1262,Yesterday,80578,Scott solar,enphase/me215,4.2,45.7465,9.2689,Italy
Delpi IT,6000,22060,S,3646,Yesterday,32912,Solar Frontier,SolarEdge SE-6000,5.6,45.709041,9.196884,Italy
FlatGoesGreen,4020,20831,S,3315,14 days ago,33926,SunPower X21-335,SMA SunnyBoy 4000TL,5.4,45.6524,9.2003,Italy
Tetto,5000,20831,S,698,Yesterday,89680,HBB6737016,growatt,5.4,45.6524,9.2003,Italy
diegotironi,750,24010,SE,1384,55 weeks ago,59791,,Energy Monitor,2.9,45.8874,9.563,Italy
Paladina,6200,24030,EW,1748,Yesterday,69690,SunVivo PM060MW2,SolarEdge SE6000H,17.5,45.7144,9.5551,Italy
home_giacometti_luca,3000,24035,SE,2767,29 weeks ago,26759,Aleo,SMA sunny boy,20.2,45.689,9.6071,Italy
Colle,5016,24020,S,3957,Yesterday,31793,Nozomi M228,SolarEdge SE5000,23.6,45.704381,9.781994,Italy
Lore_,3000,24021,S,2907,Yesterday,42753,Solarworld Protect 250,Fronius Galvo 3.1,23.9,45.748064,9.845413,Italy
fotovoltaico for,4750,24044,S,3333,Yesterday,28106,,Energy Monitor,24.6,45.6493,9.604,Italy
homecost,3000,Italy,S,3858,Yesterday,24811,sunpower,powerone,24.6,45.649087,9.571885,Italy
notsoproductivepv,4700,25040,S,521,Yesterday,95702,Bosch,Aurora,2.6,45.865016,10.176945,Italy
Fello,4560,25050,SW,1597,105 weeks ago,56579,Qcells,Omnik,6.8,45.834873,10.13763,Italy
GPier_sovere,2940,24060,E,1219,Yesterday,81238,Sharp,Delta solivia 3.0,15.4,45.812312,10.029407,Italy
Gclau,2940,24060,E,885,49 weeks ago,81236,Sharp,Delta Solivia 3.0,15.4,45.81045,10.030282,Italy
Green Way,4800,38062,SE,1494,Yesterday,70814,Sunpower x22 400w,Solaredge se5000h,6.4,45.916033,10.87772,Italy
Sun Power Bolognano  Arco TN,3680,Italy,S,2891,Yesterday,18449,SolarWorld SW230-POLY+,PVI-3.6-OUTD-S/IT,7.8,45.913099,10.907464,Italy
ManuelCasa,8800,38074,S,380,Yesterday,99321,Viessmann,Solaredge,12.1,45.9616,10.9115,Italy
Lenzima Gian,5395,38060,E,546,Yesterday,95379,Exe,Solaredge,12.5,45.87689,10.989031,Italy
Teleimpianti,19095,38063,SE,2245,Yesterday,58375,PANASONIC VBHN285,FRONIUS SYMO,17.4,45.7338,10.9372,Italy
Manfrini Gianni,2990,38068,S,5089,Yesterday,32814,XGROUP XG60P/SOLARDAY PX60,GEFRAN RADIUS HOME,17.5,45.888226,11.051654,Italy
Casa Storo 2,2990,38089,S,3260,Yesterday,39125,LG 230 R1C multi X,Sma Sunny Boy 3000 it,19.7,45.847644,10.575841,Italy
Casa Storo 1,2990,38089,S,3252,Yesterday,39028,13 TRINA TSM-DC05,SMA Sunny Boy 3000 it,19.7,45.847639,10.575836,Italy
Solaredge_RiMariano,3555,36015,SW,368,Yesterday,99590,Trienergia,Solaredge,19.6,45.708487,11.346302,Italy
Nik8og,2940,36030,S,4336,Yesterday,8761,Bosch c-Si M 60 M245,Fronius Primo 3.0,21.2,45.744735,11.239361,Italy
CrazyOrlando,4320,Italy,S,4386,2 days ago,8642,Schenerg Energy SCQ-230 NL,Aros SIRIO 4000P,23.5,45.771832,11.714219,Italy
echoesSMA,3920,31044,S,1594,7 weeks ago,41638,Solon,SMA Sunny Boy 4000TL,8.4,45.795539,12.048885,Italy
home ale,2880,36040,S,4683,3 days ago,39772,Centrosolar professional,sma,9.2,45.7903,12.0325,Italy
Impianto Fotovoltaico 4 5KW,4500,36040,SW,2226,69 weeks ago,47636,SOLARWORLD 33MM 250W,ABB Aurora PVI-5000,9.2,45.7903,12.0325,Italy
PviSma4K6 MPE,4680,Italy,S,3608,2 days ago,25001,Schuco MPE 260 PS 60 BB,SMA SB 5000 TL-21,14.4,45.853194,12.248773,Italy
FTV6KW,5980,31030,SE,810,Yesterday,89431,Aleo s18,Aurora PVI6000,14.6,45.8307,11.8842,Italy
Serafini via Molinetto,4080,31030,S,1317,Yesterday,79812,LG Neon2,SolarEdge SE4000H,20.3,45.818108,11.812314,Italy
TomitaOffice_Off-Grid,2500,31020,S,810,77 weeks ago,52541,mixed,MppSolar,21.0,45.782497,11.823865,Italy
MaxPower71,3160,31028,SW,567,Yesterday,94957,Sunpower Maxeon 3,Solaredge HD- Wave S3000H,22.4,45.8147,12.3422,Italy
mx500,3420,31052,SW,4836,Yesterday,1549,Wuerz,SMA Sunny Boy 3000TL,24.0,45.736085,12.306945,Italy
Nicola 6kw,5985,36065,S,2063,Yesterday,62370,Qcells 285,Huawei ,24.4,45.75,11.8,Italy
Nicola 5kw,5130,36065,EW,2063,Yesterday,62190,Qcells 285,Fronius Primo,24.4,45.75,11.8,Italy
Emanuele,4600,31033,S,4585,Yesterday,3683,Schenerg,SMA Sunny Boy 5000TL,24.9,45.657973,11.963222,Italy
MeternPasiano,5500,33087,SE,1994,Yesterday,61635,,Energy Monitor,9.3,45.832578,12.627769,Italy
sgentil,3440,30020,EW,1193,Yesterday,80605,SANYO,SOCOMEC,3.2,45.8417,12.8511,Italy
Kostas-Venice-Italy,4760,30020,SE,1640,Yesterday,72064,JaSolar JAM60S10 340/PR,SolarEdge 5000 W,3.2,45.8417,12.8511,Italy
Cjase,5784,30020,SW,2521,Yesterday,43978,Solsonica S610,Fronius IG-PLus,4.2,45.839308,12.873738,Italy
cordovado 4.05kw,4050,33075,S,2083,91 weeks ago,3000,rec solar,sma sunny boy 3800,4.3,45.843883,12.884722,Italy
tabaro_house,3840,33075,S,2935,Yesterday,42598,-,enecsys,4.6,45.841735,12.886914,Italy
Garage ZLP,5980,30025,S,3670,Yesterday,34242,INVENT -X230,POWER-ONE-AURORA PVI-6000-OUTD,6.9,45.815588,12.884444,Italy
test raspberry cordovado,4050,33075,S,2686,22 weeks ago,35528,REC solar,SMA sunny boy 3800,9.6,45.8475,12.9633,Italy
Igor Italy Venezia,4935,Italy,SW,3338,Yesterday,8218,LDK Solar 235P-20,Power One PVI 4.2 OUTD IT,8.4,45.685915,12.64707,Italy
GueCar,6150,30022,SE,3076,87 weeks ago,16844,SUNERG,SOLAR X X1,8.5,45.685495,12.645933,Italy
smt1,2950,30028,S,861,Yesterday,87916,Bisol,Fronius Primo,10.0,45.7833,12.9667,Italy
Enzomiky,3000,33052,SW,1989,Yesterday,44938,Baxthor,Fronius Primo 3.0-1,2.1,45.8611,13.3239,Italy
Battilana Vanni &C. S.a.s.,70632,33048,W,1036,92 weeks ago,39744,Sunpower SPR 327,ABB TRIO 20.0TL,10.2,45.9267,13.4042,Italy
Francesco,2750,33051,S,4854,6 weeks ago,10997,Baxthor,Pvi 3.0,13.1,45.763689,13.371782,Italy
iv3scp,3750,34075,W,3458,Yesterday,23677,Topsun  Ts-s375,Aurora pvi-4.2,13.1,45.814944,13.449865,Italy
AndyPower2,1840,34075,S,4849,Yesterday,1628,TRINA Solar 230W,MASTERVOLT SUNMASTER 2000,13.8,45.817692,13.462467,Italy
AndyPower1,3680,34075,SW,4850,Yesterday,1613,TRINA Solar 230W,MASTERVOLT SUNMASTER 4300,13.9,45.817714,13.462578,Italy
Parent_AndyPower,5520,34075,SW,4867,Yesterday,25892,TRINA Solar 230W,MASTERVOLT SUNMASTER,14.1,45.8161,13.4653,Italy
FV Musy,3000,34074,S,1615,Yesterday,72286,-,Fromius Primo 4.0-1,19.4,45.8072,13.5342,Italy
D112,5415,Slovenia,S,2499,Yesterday,54363,Bisol BMO-285,SolarEdge SE5k,14.3,45.756895,13.831756,Slovenia
Jernej,14400,Slovenia,S,611,16 weeks ago,91646,Luxor,Solaredge 15k,24.7,45.771953,14.204528,Slovenia
FNE Veselski,12100,Croatia,S,1005,Yesterday,86171,YangtZe,Fronius Symo 10,16.0,45.828067,16.811507,Croatia
IP_Solar,8505,Hungary,SW,1317,Yesterday,79183,JAM60S01 -315/PR,Fornius Symo 8.2.3,2.8,45.845632,18.238699,Hungary
Gnout,5120,France,S,2556,Yesterday,52591,SunPower E19-320-Black,SolarEdge SE5000,21.8,45.622175,5.234159,France
Sunny Savoie,2960,France,SW,4803,7 days ago,4069,Canadian Solar cs6a-185,SMA  sunny boy 2500,19.3,45.572532,5.908087,France
Le Moulin,2940,France,SE,2928,91 weeks ago,31587,Solon Blue 230/07,SMA Sunny Boy 3000TL,24.0,45.460871,5.990177,France
gromand,2904,13900,E,3734,148 weeks ago,8352,Sharp SG2R NA-F121,ABB,8.7,45.583168,8.021612,Italy
Fotovoltaico SB,3000,13900,S,525,74 weeks ago,80172,black ??,Fimer PVI UNO,9.6,45.5811,8.0389,Italy
La casa Rosa,6540,13875,SE,2635,Yesterday,50540,SunPower e20,SolarEdge,14.4,45.537779,8.054784,Italy
caos-home-PV,2990,Italy,SW,4489,Yesterday,5855,Canadian Solar CS6P,SMA SB3000TL,16.5,45.564851,8.142941,Italy
MC77,3000,28074,SE,2069,Yesterday,56763,Waris WRS ST 250W,SMA SB 3000TL,6.6,45.596597,8.40708,Italy
Marin Casa Suno,5760,28019,S,1609,31 weeks ago,60136,SUN-EARTH TPB156X156-60-P,SUNMASTER XS6500SW,9.1,45.6334,8.5428,Italy
Fara,3000,28073,SE,3084,19 weeks ago,25751,Kyocera,Power One PVI 3.0 OUTD,11.6,45.5518,8.4586,Italy
LWL-Home,2280,21010,S,993,Yesterday,86062,LG285S1C-L4,ABB ONE,6.3,45.631389,8.676882,Italy
AtardaniPV,4500,21052,SE,4360,Yesterday,4101,Renergies P220/225,Aurora Power-One PVI 4.1-OUTD,6.9,45.629073,8.831252,Italy
Mainardis,7280,20020,S,616,Yesterday,93111,JinkoSolar,Voltronic Power,8.7,45.5792,8.781,Italy
ABB PVI 4.2 OUTD,4208,28066,NE,2480,Yesterday,53904,.,ABB PVI 4.2 OUTD,10.7,45.4816,8.6967,Italy
Stefano NO,6000,Italy,SW,2902,87 weeks ago,8938,Schott Solar,power one,11.1,45.460475,8.67239,Italy
Little Cross Power,3250,28100,S,3307,Yesterday,37136,SOLARWORLD SW250,SMA Sunny Boy 3000TL,12.3,45.431355,8.595824,Italy
E & W,5000,20866,E,1843,47 weeks ago,53167,Waaree WS-250,ABB PVI-5000-TL,12.8,45.6516,9.3769,Italy
Andrea GG,3240,Italy,S,4097,Yesterday,16894,Sun-Earth TDB125x125-72-P,Power-One PVI 3.0,4.7,45.628608,9.080902,Italy
Consonni,7200,20813,S,667,Yesterday,92409,Longi,Voltronic Power,5.3,45.61,9.1556,Italy
Burca Ionel,3600,20813,S,483,Yesterday,96323,Longi,Voltronic Power,5.3,45.61,9.1556,Italy
VV_Home,2400,20020,NW,1352,144 weeks ago,26252,Sharp NU-A188EY,SMA SB2500-TLST-21,2.0,45.597903,9.070539,Italy
Filippazzi House,5300,20020,S,2069,Yesterday,58979,Zuccotti ,Huawei,2.4,45.576605,9.032677,Italy
DVsolar,5940,20020,W,902,Yesterday,81147,Panasonic VBHN330SJ53 ,FRONIUS PRIMO 6.0,5.7,45.549881,9.078827,Italy
Carli,3600,20030,W,570,Yesterday,94355,Longi,Voltronic Power,6.5,45.5763,9.1245,Italy
VillaAleFortunella,4800,20015,SW,3333,Yesterday,35617,Panasonic,Aurora PVI-5000-OUT-TLD,4.7,45.555,8.9456,Italy
